IMAGE_LINKS, NAMES, DESCRIPTION, WIKI-LINK
https://m.media-amazon.com/images/M/MV5BNWY2N2E4Y2EtOGI2NS00YjkxLTgwMDAtNGU4MTZjN2RiZjAwXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR10140209_AL_.jpg ,  Manjot Singh , Manjot Singh is an Indian born actor whose portrayal of young Lucky in Oye Lucky. Lucky Oye , https://en.m.wikipedia.org/wiki/Manjot_Singh
https://m.media-amazon.com/images/M/MV5BMmY4YzA5Y2UtYmI2Yi00MzNmLWJmZjQtYTY3YWYyYzBjYWQ3XkEyXkFqcGdeQXVyOTAyMDgxODQ@._V1_UY209_CR1150140209_AL_.jpg ,  Manu Rishi Chadha , Manu Rishi Chadha one of the finest artists in our industry was born and raised in Delhi. His only dream was to become an actor and hence to hone his skills he quit college to pursue theatre , https://en.m.wikipedia.org/wiki/Manu_Rishi_Chadha
https://m.media-amazon.com/images/M/MV5BMzI0OWZlOTQtNGJiNS00YzVhLWE1MGQtZGY3ZWUwYWJiOTZiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR140140209_AL_.jpg ,  Mehmood , Mehmood was born on September 29 1932 in Bombay Bombay Presidency British India. He is known for his work on Bombay to Goa (1972) Do Phool (1974) and Main Sunder Hoon (1971) , https://en.m.wikipedia.org/wiki/Mehmood
https://m.media-amazon.com/images/M/MV5BMjAxNzA0MzkzNl5BMl5BanBnXkFtZTcwNjMyOTM0MQ@@._V1_UY209_CR890140209_AL_.jpg ,  Mukesh Tiwari , Mukesh Tiwari was born on August 24 1969 in Sagar Madhya Pradesh India. He is an actor known for Dilwale (2015) Gangaajal (2003) and Yehi Hai Zindagi (2005) , https://en.m.wikipedia.org/wiki/Mukesh_Tiwari
https://m.media-amazon.com/images/M/MV5BOTFjOGIwMmUtY2FlMS00ZWJlLThhOWItY2RmY2JmYTc0YTk5XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX140_CR00140209_AL_.jpg ,  Mammootty , Malayalam film actor Mammootty was born to Ismail (an agriculturist) and Fatima (a homemaker). He had two younger brothers Ibrahim and Zakariah; and three sisters Ameena Sauda and Shafina , https://en.m.wikipedia.org/wiki/Mammootty
https://m.media-amazon.com/images/M/MV5BNDcyOGU3ODctZjZiZi00OWY1LWEzYjktOTIxNTUwMTAyODMzXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR00140209_AL_.jpg ,  Makrand Deshpande , Makrand Deshpande was born on July 3 1958 in India. He is an actor and writer known for Hanan (2004) Danav (2003) and Company (2002) , https://en.m.wikipedia.org/wiki/Makrand_Deshpande
https://m.media-amazon.com/images/M/MV5BZjQ4NWIwYzYtOTYwZC00ZDI4LWFmYWEtZjhmNTE3ODVhYzJkXkEyXkFqcGdeQXVyOTc1MzM5MA@@._V1_UY209_CR80140209_AL_.jpg ,  Madhavan , Madhavan was born on June 1 1970 in a Tamil-speaking family. At the age of 18 his college entrusted him with the responsibility of representing India as a Cultural Ambassador to Canada , https://en.m.wikipedia.org/wiki/Madhavan
https://m.media-amazon.com/images/M/MV5BYjFjZGRjMWYtZTA5MS00OTZkLWI1MjctNDQ2NmQzMWM1NzRhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY209_CR00140209_AL_.jpg ,  Mohanlal , Mohanlal was born to Viswanathan Nair (father) and Santhakumari (mother) in Pathanamthitta district of Kerala in the southern part of India on 21st May 1960. Starting his career with a classic villain role he has now become an outstanding actor of Malayalam Cinema in Kerala , https://en.m.wikipedia.org/wiki/Mohanlal
https://m.media-amazon.com/images/M/MV5BNGQ4YjkyMzMtM2E4OS00YmMzLWEyY2YtYjY0ZmUzYmEzNzFiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR130140209_AL_.jpg ,  Mita Vasisht , Mita Vashisht is an Indian television film and theater actress who graduated from National School of Drama New Delhi in 1987. She was born in Pune Maharashtra India to Rajeshwar Dutt Vasisht a retired Colonel in the Indian Army and Meenakshi Mehta Vasisht a teacher and musician , https://en.m.wikipedia.org/wiki/Mita_Vasisht
https://m.media-amazon.com/images/M/MV5BMzUxODk5MmEtZGQxOC00NzUxLWI5YTEtYWFjMjZmZTIwNTA5XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR80140209_AL_.jpg ,  Manoj Bajpayee , Manoj Bajpayee was born on April 23 1969 in Belwa Bihar India. He is known for his work on Gangs of Wasseypur (2012) Satya (1998) and Aks (2001) , https://en.m.wikipedia.org/wiki/Manoj_Bajpayee
https://m.media-amazon.com/images/M/MV5BMDdmMDUzMGUtNjBiYy00ZDdiLTlhZWItYmE3MjNjNGViM2U0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR20140209_AL_.jpg ,  Manoj Joshi , Manoj Joshi is an India film and television actor. Joshi began his career in Marathi theatre also putting up performances in Gujarati and Hindi theatre , https://en.m.wikipedia.org/wiki/Manoj_Joshi
https://m.media-amazon.com/images/M/MV5BNTk0OTFkZGItYTQxMi00YTUwLTlkMGEtMTIyZDNlNDc0MzRlXkEyXkFqcGdeQXVyMTgzNTY5OTc@._V1_UY209_CR340140209_AL_.jpg ,  Madhuri Dixit , Madhuri Dixit is one of the most acclaimed actors and Kathak dancers Bollywood have ever witnessed. Born in a Marathi Brahmin Koknastha family to Mr , https://en.m.wikipedia.org/wiki/Madhuri_Dixit
https://m.media-amazon.com/images/M/MV5BZWRlMmFiZWUtYWY3Ni00NDkwLWFlZmQtOWE2NjI2MDUzYTczXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR40140209_AL_.jpg ,  Mohnish Bahl , Mohnish Bahl was born on February 14 1963 in Bombay Maharashtra India. He is known for his work on Hum Aapke Hain Koun , https://en.m.wikipedia.org/wiki/Mohnish_Bahl
https://m.media-amazon.com/images/M/MV5BMjQwNDUxMzY4Ml5BMl5BanBnXkFtZTgwMTgxMTIzOTE@._V1_UY209_CR60140209_AL_.jpg ,  Mithun Chakraborty , Mithun Chakraborty was born on June 16 1947 in Barisal Bengal Presidency British India as Gouranga Chakraborti. He is an actor known for OMG: Oh My God , https://en.m.wikipedia.org/wiki/Mithun_Chakraborty
https://m.media-amazon.com/images/M/MV5BMTYwNTk2MTk4MF5BMl5BanBnXkFtZTgwODQ1ODA0OTE@._V1_UY209_CR900140209_AL_.jpg ,  Mukesh Khanna , Mukesh Khanna was born on July 19 1958 in Bombay State of Bombay India. He is an actor and producer known for Mahabharat (1988) Hera Pheri (2000) and Shaktimaan (1997) , https://en.m.wikipedia.org/wiki/Mukesh_Khanna
https://m.media-amazon.com/images/M/MV5BODhjYmUzZTctNWY3Yy00ZDBmLTk0NzEtMzg3YzlhYzA0NGI2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR60140209_AL_.jpg ,  Mukul Dev , Mukul Dev was born on November 30 1970 in Delhi India. He is an actor and writer known for 21 Sarfarosh Saragarhi 1897 (2018) Omerta (2017) and Ssshhhh , https://en.m.wikipedia.org/wiki/Mukul_Dev
https://m.media-amazon.com/images/M/MV5BMTI4MTAzMzc2MV5BMl5BanBnXkFtZTcwMDkyNDAzMQ@@._V1_UY209_CR110140209_AL_.jpg ,  Madhubala , Arguably the most beautiful artiste to ever grace the Indian screen Madhubala rose from humble beginnings to become the most captivating star India has ever produced. Madhubala was born Mumtaz Jehan Begum on Valentine's Day 1933 in a poor conservative family of Pathan Muslims in Delhi a part of , https://en.m.wikipedia.org/wiki/Madhubala
https://m.media-amazon.com/images/M/MV5BMTM2NjQ1Nzg2N15BMl5BanBnXkFtZTcwNDkyNjAzMQ@@._V1_UY209_CR10140209_AL_.jpg ,  Meena Kumari , Born 1933 into a poor Parsee theatre family of Ali Bux and dancer Iqbal begum in Bombay Maharashtra India. Entered films to support family in difficult times , https://en.m.wikipedia.org/wiki/Meena_Kumari
https://m.media-amazon.com/images/M/MV5BMWUyNzlkMDEtMGY4My00M2QwLWEzYjktMzk1YjliNDhiYzc5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR60140209_AL_.jpg ,  Mala Sinha , Mala Sinha was born on November 11 1936 in Calcutta Bengal Presidency British India as Alda Sinha. She is known for her work on Jahan Ara (1964) Himalay Ki Godmein (1965) and Pyaasa (1957) , https://en.m.wikipedia.org/wiki/Mala_Sinha
https://m.media-amazon.com/images/M/MV5BMzUxNTM4MzQ4N15BMl5BanBnXkFtZTgwMjY1ODA0OTE@._V1_UY209_CR340140209_AL_.jpg ,  Manoj Kumar , Manoj Kumar was born on July 24 1937 in Abbottabad North-West Frontier Province British India as Harikishen Giri Goswami. He is an actor and writer known for Roti Kapada Aur Makaan (1974) Upkar (1967) and Shor (1972) , https://en.m.wikipedia.org/wiki/Manoj_Kumar
https://m.media-amazon.com/images/M/MV5BMjA3Njc5NjcwOF5BMl5BanBnXkFtZTcwMTgyOTY0OA@@._V1_UY209_CR870140209_AL_.jpg ,  Nassar , Nassar is one of the most acclaimed actors in India. He is the current president of South Indian Actors Association , https://en.m.wikipedia.org/wiki/Nassar
https://m.media-amazon.com/images/M/MV5BMTQ4MDcyOTExOV5BMl5BanBnXkFtZTgwOTQyMDU0OTE@._V1_UY209_CR120140209_AL_.jpg ,  Naseeruddin Shah , Naseeruddin Shah was born on July 20 1950 in Barabanki Uttar Pradesh India. He is an actor known for The League of Extraordinary Gentlemen (2003) A Wednesday (2008) and Jaane Bhi Do Yaaro (1983) , https://en.m.wikipedia.org/wiki/Naseeruddin_Shah
https://m.media-amazon.com/images/M/MV5BMTA2NzUwMTAxMDBeQTJeQWpwZ15BbWU4MDQ0MTEyNTEx._V1_UY209_CR00140209_AL_.jpg ,  Nandita Das , Nandita Das was born on November 7 1969 in Delhi India. She is known for her work on Firaaq (2008) Bawandar (2000) and Kannathil Muthamittal (2002) , https://en.m.wikipedia.org/wiki/Nandita_Das
https://m.media-amazon.com/images/M/MV5BMDE5ZTgzN2QtODQzMi00NzYxLWI3ZmMtMzAxNWM0OGM1YjM0XkEyXkFqcGdeQXVyNzc4NzEwNTc@._V1_UY209_CR820140209_AL_.jpg ,  Nagarjuna Akkineni , Nagarjuna did his schooling at Hyderabad Public School and later went to Little Flower Junior College to do his intermediate. After that he went on to do mechanical engineering at the University of Michigan Ann Arbor MI and later got a masters degree in automobile engineering at San Jose State , https://en.m.wikipedia.org/wiki/Nagarjuna_Akkineni
https://m.media-amazon.com/images/M/MV5BMjI4MzQyODYwOF5BMl5BanBnXkFtZTgwMTcxMTIzOTE@._V1_UY209_CR870140209_AL_.jpg ,  Nana Patekar , Vishwanath Patekar (born on January 1 1951 in Murud-Janjira Maharashtra India) is an actor writer and filmmaker. He is known for his work on Ab Tak Chhappan (2004) Raajneeti (2010) and Parinda (1989) , https://en.m.wikipedia.org/wiki/Nana_Patekar
https://m.media-amazon.com/images/M/MV5BMTU5NTQwMTI0NV5BMl5BanBnXkFtZTcwNzQyNTgxOA@@._V1_UX140_CR00140209_AL_.jpg ,  Nawazuddin Siddiqui , Nawazuddin Siddiqui (born 1974) also known as Nowaz is an Indian film actor who has appeared in some of Bollywood's major films including Black Friday (2004) New York (2009) Peepli Live (2010) Kahani (2012) Gangs of Wasseypur (2012) and Gangs of Wasseypur - Part 2 (2012). Early life and , https://en.m.wikipedia.org/wiki/Nawazuddin_Siddiqui
https://m.media-amazon.com/images/M/MV5BMTY1NzE0ODkzNl5BMl5BanBnXkFtZTcwMDQ2OTAzMQ@@._V1_UY209_CR50140209_AL_.jpg ,  Nargis , She was born on June 1 1929 as Fatima Rashid in Rawalpindi British India daughter to Jaddanbai and Uttamchand Mohanchand a former Hindu Mohyal Brahmin who converted to Islam as Abdul Rashid. Her mother was a well-known dancer singer actor composer and director , https://en.m.wikipedia.org/wiki/Nargis
https://m.media-amazon.com/images/M/MV5BNGYxMTdjY2MtMDkzYS00ZGJlLTljZTgtYjlhZGVhYTNhMTE3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR70140209_AL_.jpg ,  Nirupa Roy , Kokila was born on January 4 1931 in Valsad Gujarat India in the Gujarati-speaking Balsara family. She was married to Kamal Roy at a very young age and shortly thereafter in 1946 both husband and wife decided to make a career on the silver screen , https://en.m.wikipedia.org/wiki/Nirupa_Roy
https://m.media-amazon.com/images/M/MV5BMTM0MDI4NDIzOV5BMl5BanBnXkFtZTcwNDY1NTAzMQ@@._V1_UY209_CR70140209_AL_.jpg ,  Nutan , Nutan Samarth was born on June 4 1936 to poet Kumarsen Samarth and his actress wife 'Shobhana' as the eldest of their four children (a younger sister is the actress Tanuja). Her parents separated when she was a small child , https://en.m.wikipedia.org/wiki/Nutan
https://m.media-amazon.com/images/M/MV5BZTJlZWZiMmUtNTQ0MS00NzliLWI3YjAtNzhiNjVhNWQ2MDExXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR10140209_AL_.jpg ,  Neeraj Kabi , Neeraj is a multiple award winning film and theater actor best known for his powerful performances in Ship of Theseus and Talvar. He won the Best Actor Awards at the Sakhalin International Film Festival in 2014 and the NBC Newsmakers Achievers' Awards in 2015 , https://en.m.wikipedia.org/wiki/Neeraj_Kabi
https://m.media-amazon.com/images/M/MV5BNzY5NWIxMDItMzZkNi00YzNiLTkyMWQtZDJlNzEwODA2MDNkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR50140209_AL_.jpg ,  Navin Nischol , Navin Nischol was born on March 18 1946 in Lahore Punjab British India. He was an actor known for Zorro (1975) Khosla Ka Ghosla , https://en.m.wikipedia.org/wiki/Navin_Nischol
https://m.media-amazon.com/images/M/MV5BMTc4MjA5ODY4NF5BMl5BanBnXkFtZTcwNjUyMDUxMQ@@._V1_UY209_CR60140209_AL_.jpg ,  Om Puri , Om Puri was an Indian actor who has appeared in both mainstream Indian films and art films. His credits also include appearances in British and American films , https://en.m.wikipedia.org/wiki/Om_Puri
https://m.media-amazon.com/images/M/MV5BMWE3OTM3ODMtZGIzZC00YjU3LWIyZmItOGYxNDA3Mzg4NTk3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR130140209_AL_.jpg ,  Om Prakash , Om Prakash was born on December 19 1919 in Lahore Punjab British India as Om Prakash Bakshi. He was an actor and director known for Dus Lakh (1966) Namak Halaal (1982) and Pyar Kiye Jaa (1966) , https://en.m.wikipedia.org/wiki/Om_Prakash
https://m.media-amazon.com/images/M/MV5BMTQ1MDc2Mjc2OF5BMl5BanBnXkFtZTcwMTc1MDU4OQ@@._V1_UY209_CR60140209_AL_.jpg ,  Pran , Pran was one of the leading character actors of Indian cinema. He was born on 12 February1920 at Delhi , https://en.m.wikipedia.org/wiki/Pran
https://m.media-amazon.com/images/M/MV5BMjI4Mjg2MjgxMV5BMl5BanBnXkFtZTgwNDYyMTIzOTE@._V1_UY209_CR880140209_AL_.jpg ,  Paresh Rawal , Paresh Rawal was born on May 30 1950 in Bombay State of Bombay India. He is a producer and actor known for Hera Pheri (2000) OMG: Oh My God , https://en.m.wikipedia.org/wiki/Paresh_Rawal
https://m.media-amazon.com/images/M/MV5BMjAxNzUwNjExOV5BMl5BanBnXkFtZTcwNDUyMTUxNw@@._V1_UY209_CR700140209_AL_.jpg ,  Priyanka Chopra , Priyanka Chopra Jonas (née Chopra) was born on July 18 1982 in Jamshedpur India to the family of Capt. Dr , https://en.m.wikipedia.org/wiki/Priyanka_Chopra
https://m.media-amazon.com/images/M/MV5BMjQ2MjA4NjU0MF5BMl5BanBnXkFtZTgwMTgwMDMzOTE@._V1_UX140_CR00140209_AL_.jpg ,  Prakash Raj , Prakash Raj was born on March 26 1965 in Bangalore Mysore State India as Prakash Rai. He is an actor and producer known for Anniyan (2005) Kalki (1996) and Un Samayal Arayil (2014) , https://en.m.wikipedia.org/wiki/Prakash_Raj
https://m.media-amazon.com/images/M/MV5BMjliZmI3YmMtYWU1NS00MjVlLTkxZTQtYjIzYzFkNWNjOTZkXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX140_CR00140209_AL_.jpg ,  Prabhas , Prabhas was born to late U. Suryanarayana Raju and Siva Kumari , https://en.m.wikipedia.org/wiki/Prabhas
https://m.media-amazon.com/images/M/MV5BZTY2NjI0ZjYtMDM2My00ZjE1LWFiNmQtYWI3OGY2NDgwNTE3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR30140209_AL_.jpg ,  Pankaj Kapur , Pankaj Kapur the acclaimed film television and stage actor signified the young crop of great actors of which Om Puri Naseeruddin Shah and Ifran Khan formed a part. Unlike his other counterparts Kapur hasn't broken the vow to work only in good Art and Independent projects , https://en.m.wikipedia.org/wiki/Pankaj_Kapur
https://m.media-amazon.com/images/M/MV5BMTY4MzAyODE3NV5BMl5BanBnXkFtZTcwMjM3Mjc4OQ@@._V1_UX140_CR00140209_AL_.jpg ,  Prabhu Deva , Prabhu Deva was born as Prabhu Sundaram. He is known for his work on Lakshya (2004) Wanted (2009) and Dabangg 3 (2019) , https://en.m.wikipedia.org/wiki/Prabhu_Deva
https://m.media-amazon.com/images/M/MV5BM2U2OTEzM2UtMjhlNC00NTYxLWI5MDItM2RjYzNhYmNhYWFmXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR60140209_AL_.jpg ,  Prem Chopra , Prem Chopra is an actor in Hindi and Punjabi films. Prem Chopra was born to a Hindu Punjabi family in Lahore on 23 September 1935 to Ranbirlal and Rooprani Chopra , https://en.m.wikipedia.org/wiki/Prem_Chopra
https://m.media-amazon.com/images/M/MV5BNTkxOTIwNzYxMl5BMl5BanBnXkFtZTgwMDE5OTczOTE@._V1_UX140_CR00140209_AL_.jpg ,  Pooja Bhatt , Pooja was born on February 24 1972 in the Gujarati-speaking Bhatt family. Her dad's name is Mahesh and her mom's maiden name was Loraine Bright , https://en.m.wikipedia.org/wiki/Pooja_Bhatt
https://m.media-amazon.com/images/M/MV5BNDlkYzllMDktZDk5OC00NWM5LTgzM2ItMmYxYTM4ZmMwODQ4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR90140209_AL_.jpg ,  Pavan Malhotra , Pavan Malhotra was born on July 2 1958 in Delhi India. He is an actor known for Bhaag milkha bhaag (2013) Don (2006) and Black Friday (2004) , https://en.m.wikipedia.org/wiki/Pavan_Malhotra
https://m.media-amazon.com/images/M/MV5BMDc5MGFlZTMtMmQ1Zi00YjkxLWE3ZGItZGNkNTExYjJhNGFhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR90140209_AL_.jpg ,  Piyush Mishra , Piyush Mishra is an Indian film actor music director lyricist singer script and dialogue writer and a well known theatre director and Hindi playwright. He spent his early life in Gwalior where he received his education , https://en.m.wikipedia.org/wiki/Piyush_Mishra
https://m.media-amazon.com/images/M/MV5BZjQxMTRhNzktZmM4OS00ZmZlLTkxYzYtMmI1ZWMzNTFmMTdkXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR130140209_AL_.jpg ,  Rahul Dev , Rahul Dev was born as Rahul Dev Kaushal. He is an actor known for Champion (2000) Footpath (2003) and Asoka (2001) , https://en.m.wikipedia.org/wiki/Rahul_Dev
https://m.media-amazon.com/images/M/MV5BMjE2MjY2ODY4N15BMl5BanBnXkFtZTgwNDcwMTE0OTE@._V1_UX140_CR00140209_AL_.jpg ,  Rahul Bose , Rahul Bose was born on July 27 1967 in India. He is an actor and writer known for Everybody Says I'm Fine , https://en.m.wikipedia.org/wiki/Rahul_Bose
https://m.media-amazon.com/images/M/MV5BNjU2MDU4NzI5OF5BMl5BanBnXkFtZTcwNjQ4Njg5Nw@@._V1_UX140_CR00140209_AL_.jpg ,  Rekha , Bhanurekha was born in the Tamil-speaking Ganesan household on October 10 1954. Her dad was the popular Tamil actor Gemini while her mom was a popular Telugu actress Pushpavalli , https://en.m.wikipedia.org/wiki/Rekha
https://m.media-amazon.com/images/M/MV5BMjQwMzc5NDQ0NF5BMl5BanBnXkFtZTgwNDg1ODA0OTE@._V1_UY209_CR00140209_AL_.jpg ,  Ratna Pathak Shah , Ratna Pathak Shah was born on March 18 1963 in Bombay Maharashtra India. She is an actress known for Jaane Tu , https://en.m.wikipedia.org/wiki/Ratna_Pathak_Shah
https://m.media-amazon.com/images/M/MV5BMTYwY2Y5ZWUtOGMxZC00ZDZlLWEzNGUtYmJkMGU3YTNhNWE3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR170140209_AL_.jpg ,  Rajendra Kumar , Rajendra was born in the Punjabi-speaking Tuli family on July 12 1929 in Sialkot British India (now located in Pakistan). After the turbulent years of partition at the age of 21 Rajendra got his first break in 'Jogan' during 1950 , https://en.m.wikipedia.org/wiki/Rajendra_Kumar
https://m.media-amazon.com/images/M/MV5BNDBlM2ZiZmEtYzYyMC00ZWNlLTkxMzQtOGFlMzgxZDg5NjdhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR120140209_AL_.jpg ,  Rajat Kapoor , Rajat Kapoor was born on February 11 1961 in New Delhi India. He is an actor and director known for Raghu Romeo (2003) Ankhon Dekhi (2013) and Bheja Fry (2007) , https://en.m.wikipedia.org/wiki/Rajat_Kapoor
https://m.media-amazon.com/images/M/MV5BMTk2ODU5Mjk2MV5BMl5BanBnXkFtZTcwODEzNDg3OA@@._V1_UX140_CR00140209_AL_.jpg ,  Ranbir Kapoor , Son of Rishi Kapoor and Neetu Singh; nephew of actors Randhir Kapoor Rajiv Kapoor Kunal Kapoor. Grandnephew of actors Shashi Kapoor Jennifer Kendal Shammi Kapoor Geeta Bali; cousin of actresses Kareena Kapoor Karisma Kapoor , https://en.m.wikipedia.org/wiki/Ranbir_Kapoor
https://m.media-amazon.com/images/M/MV5BNTIzOWZhMjctNTBkMi00YTc0LThhOGYtMDFlZmI4ZmNkZTZiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR30140209_AL_.jpg ,  Raghuvir Yadav , Raghuvir Yadav was born on June 25 1957 in Jabalpur Madhya Pradesh India. He is known for his work on Dil Se , https://en.m.wikipedia.org/wiki/Raghuvir_Yadav
https://m.media-amazon.com/images/M/MV5BMzAxNWIzOWItMDM1NC00NGMyLWIwMDEtNWZjODEyOTFiZjQ4XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UX140_CR00140209_AL_.jpg ,  Rajkummar Rao , Raj Kumar is also known as Rajkummar Rao. He was born in Gurgaon , https://en.m.wikipedia.org/wiki/Rajkummar_Rao
https://m.media-amazon.com/images/M/MV5BZjc4NTAwMmQtMWQyMS00NGU4LWEzNmYtZTMyODJhOGZjMGRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX140_CR00140209_AL_.jpg ,  Revathy , Revathy was born on July 8 1966 in Kochi Kerala India as Asha Kelunni. She is an actress and director known for Thevar Magan (1992) Kizhakku Vasal (1990) and Man Vasanai (1983) , https://en.m.wikipedia.org/wiki/Revathy
https://m.media-amazon.com/images/M/MV5BZjNlMTdhYjYtODI0My00OTA2LTlkM2QtMGU5N2RhNWVlMWVjXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR80140209_AL_.jpg ,  Raaj Kumar , Raaj Kumar was born on October 8 1926 in Loralai Baluchistan British India as Kulbhushan Pandit. He is known for his work on Kaajal (1965) Waqt (1965) and Dil Ek Mandir (1963) , https://en.m.wikipedia.org/wiki/Raaj_Kumar
https://m.media-amazon.com/images/M/MV5BZThmMmJlZGQtZDgyMy00YmIyLTk1NDQtMGQ0N2EzYzUxMWNiXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR00140209_AL_.jpg ,  Ramya Krishnan , Ramya Krishnan was born on September 15 1970 in Madras Tamil Nadu India. She is an actress known for Bãhubali: The Beginning (2015) Baahubali 2: The Conclusion (2017) and Padaiyappa (1999) , https://en.m.wikipedia.org/wiki/Ramya_Krishnan
https://m.media-amazon.com/images/M/MV5BMTA3MDcyNzkxMjZeQTJeQWpwZ15BbWU3MDUxMTU4Njg@._V1_UY209_CR10140209_AL_.jpg ,  Rajinikanth , Rajinikanth has been a megastar in the Tamil movie industry since the 70s. He is one of the highest earning actors in Asia , https://en.m.wikipedia.org/wiki/Rajinikanth
https://m.media-amazon.com/images/M/MV5BMjI4MjI2MTEwOV5BMl5BanBnXkFtZTgwMzkxMDU0OTE@._V1_UX140_CR00140209_AL_.jpg ,  Rani Mukerji ," Mukerji comes from a film-oriented family of Bengali origin. Her father Ram Mukherjee is a retired director and one of the founders of ""Filmalaya Studios"" ", https://en.m.wikipedia.org/wiki/Rani_Mukerji
https://m.media-amazon.com/images/M/MV5BMTExOTcwMDU4NTReQTJeQWpwZ15BbWU3MDA0MjE1MTc@._V1_UY209_CR10140209_AL_.jpg ,  Ranveer Singh , Ranveer Singh is an Indian actor working in Bollywood. Born in Mumbai India Ranveer Singh had always wanted to be an actor since his childhood , https://en.m.wikipedia.org/wiki/Ranveer_Singh
https://m.media-amazon.com/images/M/MV5BMjJmNjM1YmUtNTA2Zi00Y2U0LTgyZTItMjQ5MTE4NWJhMDgyXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR100140209_AL_.jpg ,  Rishi Kapoor , Born in south Mumbai Kapoor is the second son of film director and actor Raj Kapoor. He did his schooling with his brothers at Campion SchoolMumbai , https://en.m.wikipedia.org/wiki/Rishi_Kapoor
https://m.media-amazon.com/images/M/MV5BMTQ1OTE5NDEwNV5BMl5BanBnXkFtZTcwNjgzMTcxOA@@._V1_UY209_CR20140209_AL_.jpg ,  Rajesh Khanna , Rajesh Khanna the first superstar of Indian and Hindi Cinema with 74 Golden Jubilee Hits - (which includes 48 Platinum Jubilee hits and 26 Golden Jubilee Hits) & in addition had 22 Silver Jubilee Hits and 9 average hits was born on 29 December 1942 in Amritsar Punjab India. Rajesh entered Hindi , https://en.m.wikipedia.org/wiki/Rajesh_Khanna
https://m.media-amazon.com/images/M/MV5BZjM0NmMyZTYtYmY3My00NDFkLTk1YTAtOGE3YTVjMGMyNzQ5XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX140_CR00140209_AL_.jpg ,  Raghuvaran , Raghuvaran was born on December 10 1958 in Kollankod Palakkad Kerala India as Raghuvaran Velayutham Nair. He was an actor known for Mudhalvan (1999) Amarkalam (1999) and Anaganaga Oka Roju (1997) , https://en.m.wikipedia.org/wiki/Raghuvaran
https://m.media-amazon.com/images/M/MV5BMTQ1MjEwMjM3MF5BMl5BanBnXkFtZTgwNjM4NDczMDE@._V1_UX140_CR00140209_AL_.jpg ,  Raj Babbar , Raj Babbar was born on June 23 1952 in Tundla Uttar Pradesh India. He is an actor known for Pukaar (2014) Aaj Ki Awaz (1984) and Umrao Jaan (1981) , https://en.m.wikipedia.org/wiki/Raj_Babbar
https://m.media-amazon.com/images/M/MV5BNjYwODQzMjk3Ml5BMl5BanBnXkFtZTYwNzIxMjky._V1_UY209_CR90140209_AL_.jpg ,  Raj Kapoor , Raj Kapoor was the son of well-known Indian actor Prithviraj Kapoor who acted both in film and on stage. After apprenticing in the Bollywood production studios of the 1940's at 24 years of age Raj Kapoor produced directed and acted in Aag (1948) with his new company RK Films , https://en.m.wikipedia.org/wiki/Raj_Kapoor
